ID;Name;IATA;ICAO;Latitude;Longitude;iso_code
345;Düsseldorf Airport;DUS;EDDL;51.289501;6.76678;DE
346;Munich Airport;MUC;EDDM;48.353802;11.7861;DE
347;Nuremberg Airport;NUE;EDDN;49.498699;11.078056;DE
348;Leipzig/Halle Airport;LEJ;EDDP;51.423889;12.236389;DE
349;Saarbrücken Airport;SCN;EDDR;49.214599609400004;7.10950994492;DE
350;Stuttgart Airport;STR;EDDS;48.689899444599995;9.22196006775;DE
351;Berlin-Tegel Airport;TXL;EDDT;52.5597;13.2877;DE
352;Hannover Airport;HAJ;EDDV;52.461101532;9.685079574580001;DE
353;Bremen Airport;BRE;EDDW;53.0475006104;8.78666973114;DE
354;Frankfurt-Egelsbach Airport;QEF;EDFE;49.959999;8.645833;DE
355;Frankfurt-Hahn Airport;HHN;EDFH;49.9487;7.26389;DE
356;Mannheim-City Airport;MHG;EDFM;49.473057;8.514167;DE
357;Allendorf/Eder Airport;\N;EDFQ;51.03499984741211;8.680832862854004;DE
358;Worms Airport;\N;EDFV;49.606945;8.368333;DE
359;Mainz-Finthen Airport;\N;EDFZ;49.967499;8.147222;DE
360;Eisenach-Kindel Airport;EIB;EDGE;50.991604;10.47973;DE
361;Siegerland Airport;SGE;EDGS;50.707698822021484;8.082969665527344;DE
362;Hamburg-Finkenwerder Airport;XFW;EDHI;53.5352783203125;9.835556030273438;DE
363;Kiel-Holtenau Airport;KEL;EDHK;54.37944412231445;10.145277976989746;DE
364;Lübeck Blankensee Airport;LBC;EDHL;53.8054008484;10.7192001343;DE
365;Flugplatz Dahlemer Binz;\N;EDKV;50.405555725;6.5288891792;DE
366;Meinerzhagen Airport;\N;EDKZ;51.099998474121094;7.599999904632568;DE
367;Arnsberg-Menden Airport;\N;EDLA;51.483890533447266;7.8983330726623535;DE
368;Essen Mulheim Airport;ESS;EDLE;51.40230178833008;6.9373297691345215;DE
369;Bielefeld Airport;BFE;EDLI;51.964722;8.544444;DE
370;Mönchengladbach Airport;MGL;EDLN;51.230278;6.504444;DE
371;Paderborn Lippstadt Airport;PAD;EDLP;51.614101409899995;8.616319656369999;DE
372;Stadtlohn-Vreden Airport;\N;EDLS;51.99583435058594;6.8405561447143555;DE
373;Dortmund Airport;DTM;EDLW;51.51829910279999;7.61223983765;DE
374;Augsburg Airport;AGB;EDMA;48.425278;10.931667;DE
375;Biberach a.d. Riß Airfield;\N;EDMB;48.111111;9.762778;DE
376;Eggenfelden Airport;\N;EDME;48.39611053466797;12.723610877990723;DE
377;Mindelheim-Mattsies Airfield;\N;EDMN;48.106945;10.525;DE
378;Oberpfaffenhofen Airport;OBF;EDMO;48.081402;11.2831;DE
379;Straubing Airport;RBM;EDMS;48.90083312988281;12.516667366027832;DE
380;Vilshofen Airport;\N;EDMV;48.6349983215332;13.195555686950684;DE
381;Leutkirch-Unterzeil Airport;\N;EDNL;47.858890533447266;10.014166831970215;DE
382;Friedrichshafen Airport;FDH;EDNY;47.671298980699994;9.51148986816;DE
383;Schwerin Parchim Airport;SZW;EDOP;53.426998;11.7834;DE
384;Stendal-Borstel Airport;\N;EDOV;52.62888717651367;11.818611145019531;DE
385;Aalen-Heidenheim/Elchingen Airport;\N;EDPA;48.77777862548828;10.264721870422363;DE
386;Bayreuth Airport;BYU;EDQD;49.985001;11.64;DE
387;Burg Feuerstein Airport;URD;EDQE;49.794166564941;11.133610725403;DE
388;Hof-Plauen Airport;HOQ;EDQM;50.288612365722656;11.856389045715332;DE
389;Haßfurt-Schweinfurt Airport;\N;EDQT;50.0180549621582;10.529443740844727;DE
390;Koblenz-Winningen Airfield;\N;EDRK;50.325558;7.528611;DE
391;Trier-Föhren Airport;\N;EDRT;49.863888;6.7875;DE
392;Speyer Airfield;\N;EDRY;49.304722;8.451389;DE
393;Zweibrücken Airport;ZQW;EDRZ;49.2094;7.40056;DE
394;Donaueschingen-Villingen Airport;ZQL;EDTD;47.97333145139999;8.52222156525;DE
395;Freiburg i. Br. Airport;\N;EDTF;48.022777557400005;7.83249998093;DE
396;Mengen-Hohentengen Airport;\N;EDTM;48.053890228271484;9.372777938842773;DE
397;Adolf Würth Airport;\N;EDTY;49.1183319092;9.783888816829998;DE
398;Finsterwalde/Schacksdorf Airport;\N;EDUS;51.607498;13.743611;DE
399;Braunschweig-Wolfsburg Airport;BWE;EDVE;52.319199;10.5561;DE
400;Kassel-Calden Airport;KSF;EDVK;51.417273;9.384967;DE
401;Hildesheim Airport;\N;EDVM;52.18138885498047;9.946389198303223;DE
402;Bremerhaven Airport;BRV;EDWB;53.506943;8.572778;DE
403;Emden Airport;EME;EDWE;53.391109;7.2275;DE
404;Leer-Papenburg Airport;\N;EDWF;53.271942138671875;7.441667079925537;DE
405;Wilhelmshaven-Mariensiel Airport;WVN;EDWI;53.502220153808594;8.05222225189209;DE
406;Borkum Airport;BMK;EDWR;53.59639;6.709167;DE
407;Norderney Airport;NRD;EDWY;53.70694351196289;7.230000019073486;DE
408;Flensburg-Schäferhaus Airport;FLF;EDXF;54.77333450317383;9.378889083862305;DE
409;Rendsburg-Schachtholm Airport;\N;EDXR;54.220001220703125;9.599444389343262;DE
410;Westerland Sylt Airport;GWT;EDXW;54.9132003784;8.34047031403;DE
411;Ämari Air Base;\N;EEEI;59.26029968261719;24.208499908447266;EE
412;Kärdla Airport;KDL;EEKA;58.99079895019531;22.830699920654297;EE
413;Kuressaare Airport;URE;EEKE;58.22990036010742;22.50950050354004;EE
414;Pärnu Airport;EPU;EEPU;58.41899871826172;24.47279930114746;EE
415;Lennart Meri Tallinn Airport;TLL;EETN;59.41329956049999;24.832799911499997;EE
416;Tartu Airport;TAY;EETU;58.3074989319;26.690399169900004;EE
417;Enontekio Airport;ENF;EFET;68.362602233887;23.424299240112;FI
418;Eura Airport;\N;EFEU;61.1161003112793;22.201400756835938;FI
419;Halli Airport;KEV;EFHA;61.856039;24.786686;FI
420;Helsinki Malmi Airport;HEM;EFHF;60.254600524902344;25.042800903320312;FI
421;Helsinki Vantaa Airport;HEL;EFHK;60.317199707031;24.963300704956;FI
422;Hameenkyro Airport;\N;EFHM;61.689701080322266;23.073699951171875;FI
423;Hanko Airport;\N;EFHN;59.848899841308594;23.083599090576172;FI
424;Hyvinkää Airfield;HYV;EFHV;60.6543998718;24.8810997009;FI
425;Kiikala Airport;\N;EFIK;60.4625015259;23.6525001526;FI
426;Immola Airport;\N;EFIM;61.24919891357422;28.90369987487793;FI
427;Kitee Airport;KTQ;EFIT;62.1661;30.073601;FI
428;Ivalo Airport;IVL;EFIV;68.607299804688;27.405300140381;FI
429;Joensuu Airport;JOE;EFJO;62.662899017334;29.607500076294;FI
430;Jyvaskyla Airport;JYV;EFJY;62.399501800537;25.678300857544;FI
431;Kauhava Airport;KAU;EFKA;63.127102;23.051399;FI
432;Kemi-Tornio Airport;KEM;EFKE;65.778701782227;24.582099914551;FI
433;Kajaani Airport;KAJ;EFKI;64.285499572754;27.692399978638;FI
434;Kauhajoki Airport;KHJ;EFKJ;62.4625015259;22.3931007385;FI
435;Kokkola-Pietarsaari Airport;KOK;EFKK;63.721199035645;23.143100738525;FI
436;Kemijarvi Airport;\N;EFKM;66.712898;27.156799;FI
437;Kuusamo Airport;KAO;EFKS;65.987602233887;29.239400863647;FI
438;Kittilä Airport;KTT;EFKT;67.700996398926;24.846799850464;FI
439;Kuopio Airport;KUO;EFKU;63.007099151611;27.797800064087;FI
440;Lahti Vesivehmaa Airport;QLF;EFLA;61.144199;25.693501;FI
441;Lappeenranta Airport;LPP;EFLP;61.044601;28.144743;FI
442;Mariehamn Airport;MHQ;EFMA;60.122200012207;19.898199081421;FI
443;Menkijarvi Airport;\N;EFME;62.94670104980469;23.51889991760254;FI
444;Mikkeli Airport;MIK;EFMI;61.6866;27.201799;FI
445;Nummela Airport;\N;EFNU;60.333900451699996;24.2964000702;FI
446;Oulu Airport;OUL;EFOU;64.930099487305;25.354600906372;FI
447;Piikajarvi Airport;\N;EFPI;61.245601654052734;22.19339942932129;FI
448;Pori Airport;POR;EFPO;61.461700439453;21.799999237061;FI
449;Pudasjärvi Airport;\N;EFPU;65.4021987915;26.946899414100002;FI
450;Pyhäsalmi Airport;\N;EFPY;63.7318992615;25.926300048799998;FI
451;Raahe Pattijoki Airport;\N;EFRH;64.6881027222;24.6958007812;FI
452;Rantasalmi Airport;\N;EFRN;62.0654983521;28.3565006256;FI
453;Rovaniemi Airport;RVN;EFRO;66.564796447754;25.830400466919;FI
454;Rayskala Airport;\N;EFRY;60.74470138549805;24.107799530029297;FI
455;Savonlinna Airport;SVL;EFSA;61.943099975586;28.945100784302;FI
456;Selanpaa Airport;\N;EFSE;61.062400817871094;26.798900604248047;FI
457;Sodankyla Airport;SOT;EFSO;67.3949966431;26.6191005707;FI
458;Tampere-Pirkkala Airport;TMP;EFTP;61.414100646973;23.604400634766;FI
459;Teisko Airport;\N;EFTS;61.7733;24.027;FI
460;Turku Airport;TKU;EFTU;60.514099121094;22.262800216675;FI
461;Utti Air Base;UTI;EFUT;60.89640045166;26.938400268555;FI
462;Vaasa Airport;VAA;EFVA;63.050701141357;21.762199401855;FI
463;Varkaus Airport;VRK;EFVR;62.171100616455;27.868600845337;FI
464;Ylivieska Airfield;YLI;EFYL;64.0547222;24.7252778;FI
465;Belfast International Airport;BFS;EGAA;54.6575012207;-6.2158298492399995;GB
466;St Angelo Airport;ENK;EGAB;54.39889907836914;-7.651669979095459;GB
467;George Best Belfast City Airport;BHD;EGAC;54.618099212646484;-5.872499942779541;GB
468;City of Derry Airport;LDY;EGAE;55.04280090332031;-7.161109924316406;GB
469;Birmingham International Airport;BHX;EGBB;52.453899383499994;-1.74802994728;GB
470;Coventry Airport;CVT;EGBE;52.3697013855;-1.4797199964499999;GB
471;Leicester Airport;\N;EGBG;52.6077995300293;-1.03193998336792;GB
472;Gloucestershire Airport;GLO;EGBJ;51.89419937133789;-2.167220115661621;GB
474;Wolverhampton Halfpenny Green Airport;\N;EGBO;52.51750183105469;-2.2594399452209473;GB
475;Cotswold Airport;GBA;EGBP;51.668095;-2.05694;GB
476;Turweston Airport;\N;EGBT;52.0407981873;-1.09555995464;GB
477;Wellesbourne Mountford Airport;\N;EGBW;52.19219970703125;-1.6144399642944336;GB
478;Manchester Airport;MAN;EGCC;53.35369873046875;-2.2749500274658203;GB
479;Manchester Woodford Airport;\N;EGCD;53.3381;-2.14889;GB
480;Royal Marines Base Chivenor Airport;\N;EGDC;51.08720016479492;-4.1503400802612305;GB
481;Newquay Cornwall Airport;NQY;EGHQ;50.44060134887695;-4.995409965515137;GB
482;RAF Lyneham;LYE;EGDL;51.5051;-1.99343;GB
483;MoD Boscombe Down Airport;\N;EGDM;51.152198791503906;-1.7474100589752197;GB
484;RNAS Culdrose;\N;EGDR;50.08610153198242;-5.255710124969482;GB
485;MoD St. Athan;\N;EGDX;51.4048;-3.43575;GB
486;RNAS Yeovilton;YEO;EGDY;51.0093994140625;-2.638819932937622;GB
487;Haverfordwest Airport;HAW;EGFE;51.833099365234375;-4.9611101150512695;GB
488;Cardiff International Airport;CWL;EGFF;51.39670181274414;-3.343329906463623;GB
489;Swansea Airport;SWS;EGFH;51.60530090332031;-4.0678300857543945;GB
490;Bristol Airport;BRS;EGGD;51.382702;-2.71909;GB
491;Liverpool John Lennon Airport;LPL;EGGP;53.33359909057617;-2.849720001220703;GB
492;London Luton Airport;LTN;EGGW;51.874698638916016;-0.36833301186561584;GB
493;Plymouth City Airport;PLH;EGHD;50.422798;-4.10583;GB
494;Bournemouth Airport;BOH;EGHH;50.779998779296875;-1.8424999713897705;GB
495;Southampton Airport;SOU;EGHI;50.95029830932617;-1.3567999601364136;GB
496;Lasham Airport;QLA;EGHL;51.187198638916016;-1.0334999561309814;GB
497;Alderney Airport;ACI;EGJA;49.706104;-2.21472;GG
498;Guernsey Airport;GCI;EGJB;49.435001373291016;-2.6019699573516846;GG
499;Jersey Airport;JER;EGJJ;49.20790100097656;-2.195509910583496;JE
500;Shoreham Airport;ESH;EGKA;50.835602;-0.297222;GB
501;London Biggin Hill Airport;BQH;EGKB;51.33079910279999;0.0324999988079;GB
502;London Gatwick Airport;LGW;EGKK;51.148102;-0.190278;GB
503;London City Airport;LCY;EGLC;51.505299;0.055278;GB
504;Farnborough Airport;FAB;EGLF;51.2757987976;-0.776332974434;GB
505;Chalgrove Airport;\N;EGLJ;51.67610168457031;-1.0808299779891968;GB
506;Blackbushe Airport;BBS;EGLK;51.32389831542969;-0.8475000262260437;GB
507;London Heathrow Airport;LHR;EGLL;51.4706;-0.461941;GB
508;Southend Airport;SEN;EGMC;51.5713996887207;0.6955559849739075;GB
509;Lydd Airport;LYX;EGMD;50.95610046386719;0.9391670227050781;GB
510;Kent International Airport;MSE;EGMH;51.342201;1.34611;GB
511;Brough Airport;\N;EGNB;53.7197;-0.566333;GB
512;Carlisle Airport;CAX;EGNC;54.9375;-2.8091700077056885;GB
513;Retford Gamston Airport;\N;EGNE;53.280601501464844;-0.9513890147209167;GB
514;Blackpool International Airport;BLK;EGNH;53.77170181274414;-3.0286099910736084;GB
515;Humberside Airport;HUY;EGNJ;53.57440185546875;-0.350832998752594;GB
516;Barrow Walney Island Airport;BWF;EGNL;54.1286111;-3.2675;GB
517;Leeds Bradford Airport;LBA;EGNM;53.86589813232422;-1.6605700254440308;GB
518;Warton Airport;WRT;EGNO;53.745098;-2.88306;GB
519;Hawarden Airport;CEG;EGNR;53.1781005859375;-2.9777801036834717;GB
520;Isle of Man Airport;IOM;EGNS;54.08330154418945;-4.623889923095703;IM
521;Newcastle Airport;NCL;EGNT;55.037498474121094;-1.6916699409484863;GB
522;Durham Tees Valley Airport;MME;EGNV;54.50920104980469;-1.4294099807739258;GB
523;East Midlands Airport;EMA;EGNX;52.8311004639;-1.32806003094;GB
524;Llanbedr Airport;\N;EGOD;52.811698913574;-4.1235799789429;GB
525;RAF Ternhill;\N;EGOE;52.87120056152344;-2.533560037612915;GB
526;RAF Shawbury;\N;EGOS;52.79819869995117;-2.6680400371551514;GB
528;RAF Woodvale;\N;EGOW;53.5816;-3.05552;GB
529;Kirkwall Airport;KOI;EGPA;58.957801818847656;-2.9049999713897705;GB
530;Sumburgh Airport;LSI;EGPB;59.87889862060547;-1.2955600023269653;GB
531;Wick Airport;WIC;EGPC;58.458900451660156;-3.09306001663208;GB
532;Aberdeen Dyce Airport;ABZ;EGPD;57.201900482177734;-2.197779893875122;GB
533;Inverness Airport;INV;EGPE;57.54249954223633;-4.047500133514404;GB
534;Glasgow International Airport;GLA;EGPF;55.8718986511;-4.43306016922;GB
535;Edinburgh Airport;EDI;EGPH;55.95000076293945;-3.372499942779541;GB
536;Islay Airport;ILY;EGPI;55.68190002441406;-6.256669998168945;GB
537;Glasgow Prestwick Airport;PIK;EGPK;55.5093994140625;-4.586669921875;GB
538;Benbecula Airport;BEB;EGPL;57.48109817504883;-7.3627800941467285;GB
539;Scatsta Airport;SCS;EGPM;60.43280029296875;-1.2961100339889526;GB
540;Dundee Airport;DND;EGPN;56.45249938964844;-3.025830030441284;GB
541;Stornoway Airport;SYY;EGPO;58.215599060058594;-6.331110000610352;GB
542;Tiree Airport;TRE;EGPU;56.49919891357422;-6.869170188903809;GB
543;RAF Leuchars;ADX;EGQL;56.37289810180664;-2.8684399127960205;GB
544;RAF Lossiemouth;LMO;EGQS;57.7052001953125;-3.339169979095459;GB
545;Cambridge Airport;CBG;EGSC;52.205002;0.175;GB
546;Peterborough Business Airport;\N;EGSF;52.468101501464844;-0.2511110007762909;GB
547;Norwich International Airport;NWI;EGSH;52.6758003235;1.28278005123;GB
548;London Stansted Airport;STN;EGSS;51.8849983215;0.234999999404;GB
549;North Weald Airport;\N;EGSX;51.721698761;0.154166996479;GB
550;Sheffield City Heliport;\N;EGSY;53.394299;-1.38849;GB
551;Cranfield Airport;\N;EGTC;52.0722007751;-0.616666972637;GB
552;Exeter International Airport;EXT;EGTE;50.73440170288086;-3.4138898849487305;GB
553;Bristol Filton Airport;FZO;EGTG;51.5194015503;-2.59083008766;GB
554;Oxford (Kidlington) Airport;OXF;EGTK;51.8368988037;-1.32000005245;GB
555;RAF Benson;BEX;EGUB;51.616401672399995;-1.09582996368;GB
556;RAF Lakenheath;LKZ;EGUL;52.409301757799994;0.56099998951;GB
557;RAF Mildenhall;MHZ;EGUN;52.361900329589844;0.48640599846839905;GB
558;RAF Wattisham;\N;EGUW;52.1273002625;0.956264019012;GB
559;RAF Wyton;QUY;EGUY;52.3572006226;-0.107832998037;GB
560;RAF Fairford;FFD;EGVA;51.6822013855;-1.7900300025900002;GB
561;RAF Brize Norton;BZZ;EGVN;51.75;-1.58362;GB
562;RAF Odiham;ODH;EGVO;51.2341003418;-0.94282501936;GB
563;DCAE Cosford Air Base;\N;EGWC;52.639999;-2.30558;GB
564;RAF Northolt;NHT;EGWU;51.553001403799996;-0.418166995049;GB
565;RAF Coningsby;QCY;EGXC;53.0929985046;-0.166014000773;GB
566;RAF Dishforth;\N;EGXD;54.1371994019;-1.42025005817;GB
567;Leeming Airport;\N;EGXE;54.2924;-1.5354;GB
568;Leeds East Airport;\N;EGXG;53.834301;-1.1955;GB
569;RAF Honington;BEQ;EGXH;52.34260177612305;0.7729390263557434;GB
570;RAF Cottesmore;\N;EGXJ;52.735699;-0.648769;GB
571;RAF Scampton;SQZ;EGXP;53.307800293;-0.550832986832;GB
572;RAF Wittering;\N;EGXT;52.612598;-0.476453;GB
573;RAF Linton-On-Ouse;HRT;EGXU;54.0489006042;-1.2527500391;GB
574;RAF Waddington;WTN;EGXW;53.1661987305;-0.523810982704;GB
575;RAF Topcliffe;\N;EGXZ;54.205501556399994;-1.3820899725;GB
576;RAF Cranwell;\N;EGYD;53.0303001404;-0.48324200511;GB
577;RAF Barkston Heath;\N;EGYE;52.962200164799995;-0.561625003815;GB
578;RAF Marham;KNF;EGYM;52.648395;0.550692;GB
579;Mount Pleasant Airport;MPN;EGYP;-51.82279968261719;-58.447200775146484;FK
580;Amsterdam Airport Schiphol;AMS;EHAM;52.308601;4.76389;NL
581;Budel Airfield Kempen;\N;EHBD;51.255299;5.60139;NL
582;Maastricht Aachen Airport;MST;EHBK;50.911701;5.77014;NL
583;Deelen Air Base;\N;EHDL;52.0606;5.87306;NL
584;Drachten Airport;\N;EHDR;53.1192016602;6.12972021103;NL
585;Eindhoven Airport;EIN;EHEH;51.4500999451;5.37452983856;NL
586;Eelde Airport;GRQ;EHGG;53.1197013855;6.57944011688;NL
587;Gilze Rijen Air Base;GLZ;EHGR;51.56740188598633;4.931829929351807;NL
588;De Kooy Airport;DHR;EHKD;52.92340087890625;4.780620098114014;NL
589;Lelystad Airport;LEY;EHLE;52.4603;5.52722;NL
590;Leeuwarden Air Base;LWR;EHLW;53.228599548339844;5.760560035705566;NL
591;Rotterdam The Hague Airport;RTM;EHRD;51.956902;4.43722;NL
592;Soesterberg Air Base;UTC;EHSB;52.1273002625;5.27618980408;NL
593;Twente Airport;ENS;EHTW;52.275833;6.889167;NL
594;Valkenburg Naval Air Base;LID;EHVB;52.166099548300004;4.41794013977;NL
595;Woensdrecht Air Base;WOE;EHWO;51.4491;4.34203;NL
596;Cork Airport;ORK;EICK;51.84130096435547;-8.491109848022461;IE
597;Galway Airport;GWY;EICM;53.300201416015625;-8.941590309143066;IE
599;Dublin Airport;DUB;EIDW;53.421299;-6.27007;IE
600;Ireland West Knock Airport;NOC;EIKN;53.910301208496094;-8.818490028381348;IE
601;Kerry Airport;KIR;EIKY;52.18090057373047;-9.52377986907959;IE
602;Casement Air Base;\N;EIME;53.301700592;-6.451330184940001;IE
603;Shannon Airport;SNN;EINN;52.702;-8.92482;IE
604;Sligo Airport;SXL;EISG;54.280200958252;-8.5992097854614;IE
605;Waterford Airport;WAT;EIWF;52.187198638916016;-7.0869598388671875;IE
607;Aarhus Airport;AAR;EKAH;56.2999992371;10.619000434899998;DK
608;Billund Airport;BLL;EKBI;55.7402992249;9.15178012848;DK
609;Copenhagen Kastrup Airport;CPH;EKCH;55.617900848389;12.656000137329;DK
610;Esbjerg Airport;EBJ;EKEB;55.525902;8.5534;DK
611;Grønholt Hillerød Airport;\N;EKGH;55.94139862060547;12.382200241088867;DK
612;Karup Airport;KRP;EKKA;56.29750061035156;9.124629974365234;DK
613;Læsø Airport;BYR;EKLS;57.277198791503906;11.000100135803223;DK
614;Lolland Falster Maribo Airport;MRW;EKMB;54.699299;11.4401;DK
615;Odense Airport;ODE;EKOD;55.47669982910156;10.330900192260742;DK
616;Kruså-Padborg Airport;\N;EKPB;54.87030029296875;9.279009819030762;DK
617;Copenhagen Roskilde Airport;RKE;EKRK;55.585601806640625;12.131400108337402;DK
618;Bornholm Airport;RNN;EKRN;55.06330108642578;14.759599685668945;DK
619;Sønderborg Airport;SGD;EKSB;54.96440124511719;9.791729927062988;DK
621;Skrydstrup Air Base;SKS;EKSP;55.221048;9.26702;DK
622;Skive Airport;SQW;EKSV;56.550201416015625;9.172980308532715;DK
623;Thisted Airport;TED;EKTS;57.06880187988281;8.705220222473145;DK
624;Kolding Vamdrup Airfield;\N;EKVD;55.436298;9.33092;DK
626;Vesthimmerlands Flyveplads;\N;EKVH;56.846901;9.45861;DK
627;Stauning Airport;STA;EKVJ;55.9901008605957;8.353910446166992;DK
628;Aalborg Airport;AAL;EKYT;57.0927589138;9.84924316406;DK
629;Luxembourg-Findel International Airport;LUX;ELLX;49.6233333;6.2044444;LU
630;Ålesund Airport;AES;ENAL;62.5625;6.119699954986572;NO
631;Andøya Airport;ANX;ENAN;69.292503356934;16.144199371338;NO
632;Alta Airport;ALF;ENAT;69.976097106934;23.371700286865;NO
633;Bømoen Airport;\N;ENBM;60.63890075683594;6.501500129699707;NO
634;Brønnøysund Airport;BNN;ENBN;65.461097717285;12.217499732971;NO
635;Bodø Airport;BOO;ENBO;67.26920318603516;14.365300178527832;NO
636;Bergen Airport Flesland;BGO;ENBR;60.29339981;5.218140125;NO
637;Båtsfjord Airport;BJF;ENBS;70.60050201416;29.691400527954;NO
638;Kristiansand Airport;KRS;ENCN;58.204201;8.08537;NO
639;Geilo Airport Dagali;DLD;ENDI;60.417301177978516;8.518349647521973;NO
640;Bardufoss Airport;BDU;ENDU;69.055801391602;18.540399551392;NO
641;Harstad/Narvik Airport, Evenes;EVE;ENEV;68.491302490234;16.678100585938;NO
642;Leirin Airport;VDB;ENFG;61.015598297119;9.2880601882935;NO
643;Florø Airport;FRO;ENFL;61.583599090576;5.0247201919556;NO
644;Oslo Lufthavn;OSL;ENGM;60.121;11.0502;NO
645;Haugesund Airport;HAU;ENHD;59.34529876709;5.2083601951599;NO
646;Hasvik Airport;HAA;ENHK;70.486701965332;22.139699935913;NO
647;Kristiansund Airport (Kvernberget);KSU;ENKB;63.111801147461;7.824520111084;NO
648;Kjeller Airport;\N;ENKJ;59.9692993164;11.036100387600001;NO
649;Kirkenes Airport (Høybuktmoen);KKN;ENKR;69.725799560547;29.891300201416;NO
650;Lista Airport;FAN;ENLI;58.0994987487793;6.626049995422363;NO
651;Molde Airport;MOL;ENML;62.744701385498;7.2624998092651;NO
652;Mosjøen Airport (Kjærstad);MJF;ENMS;65.783996582031;13.214900016785;NO
653;Banak Airport;LKL;ENNA;70.068801879883;24.973499298096;NO
654;Notodden Airport;NTB;ENNO;59.565701;9.21222;NO
655;Ørland Airport;OLA;ENOL;63.69889831542969;9.604000091552734;NO
